Geometric Albedo

Wavelength	Metal-rich	Ultramafic	Feldspathic	Basaltic	Granitoid	Clay	Ice-rich-silicate	Fe-oxidized	
micron			

7.690920e+00	1.297385e-01	1.322856e-01	3.957740e-02	4.636583e-02	6.165615e-02	2.792594e-02	3.078366e-02	1.041725e-01	
7.759391e+00	1.318540e-01	1.222617e-01	3.457723e-02	4.156838e-02	8.098657e-02	2.472889e-02	2.874123e-02	9.884051e-02	
7.828471e+00	1.344087e-01	1.114213e-01	2.916079e-02	3.693010e-02	1.020746e-01	2.131996e-02	2.678098e-02	9.334725e-02	
7.898167e+00	1.381765e-01	9.954246e-02	2.423038e-02	3.289428e-02	1.366718e-01	1.839189e-02	2.486933e-02	8.889948e-02	
7.968483e+00	1.425998e-01	8.474413e-02	1.990757e-02	2.968937e-02	1.813949e-01	1.601957e-02	2.329072e-02	8.563788e-02	
8.039425e+00	1.472902e-01	7.099805e-02	1.720512e-02	2.839698e-02	2.209845e-01	1.431808e-02	2.270147e-02	8.297863e-02	
8.110998e+00	1.492307e-01	6.002005e-02	1.761910e-02	3.037518e-02	2.657516e-01	1.292696e-02	2.376706e-02	8.091447e-02	
8.183209e+00	1.457616e-01	5.033518e-02	2.936711e-02	3.716965e-02	3.060042e-01	1.209431e-02	2.718543e-02	7.995304e-02	
8.256063e+00	1.432249e-01	4.311201e-02	6.239251e-02	4.780437e-02	3.173329e-01	1.123964e-02	3.237727e-02	8.047053e-02	
8.329565e+00	1.416648e-01	3.748199e-02	1.086548e-01	5.575819e-02	3.163610e-01	1.161301e-02	3.621577e-02	8.008476e-02	
8.403722e+00	1.397333e-01	3.209085e-02	1.461021e-01	5.844025e-02	3.121868e-01	1.237862e-02	3.750021e-02	7.825161e-02	
8.478538e+00	1.358230e-01	2.867645e-02	1.765216e-01	5.974044e-02	3.059237e-01	1.445050e-02	3.805514e-02	7.623123e-02	
8.554021e+00	1.296721e-01	2.879298e-02	1.877666e-01	6.087284e-02	2.856543e-01	1.830004e-02	3.851183e-02	7.482380e-02	
8.630176e+00	1.272024e-01	3.417939e-02	1.845145e-01	6.214593e-02	2.377158e-01	2.389457e-02	3.904183e-02	7.397430e-02	
8.707009e+00	1.277258e-01	4.875995e-02	1.766891e-01	6.303207e-02	2.851655e-01	3.129965e-02	3.946432e-02	7.411112e-02	
8.784526e+00	1.230258e-01	5.977350e-02	1.680040e-01	6.377873e-02	3.005493e-01	3.746481e-02	3.956051e-02	7.412984e-02	
8.862733e+00	1.178097e-01	6.543230e-02	1.537249e-01	6.478333e-02	3.155780e-01	4.156044e-02	3.968421e-02	7.476529e-02	
8.941637e+00	1.141593e-01	6.355288e-02	1.408090e-01	6.500581e-02	3.292803e-01	4.544009e-02	3.945629e-02	7.467373e-02	
9.021242e+00	1.127431e-01	7.390920e-02	1.345109e-01	6.345421e-02	3.406211e-01	5.334803e-02	3.864673e-02	7.228485e-02	
9.101557e+00	1.141592e-01	8.732454e-02	1.241695e-01	6.076149e-02	3.522078e-01	6.005616e-02	3.729172e-02	6.930570e-02	
9.182586e+00	1.166953e-01	1.054235e-01	1.047594e-01	5.761624e-02	3.611222e-01	6.117251e-02	3.571551e-02	6.582494e-02	
9.264337e+00	1.175887e-01	1.353956e-01	9.663950e-02	5.596734e-02	3.645175e-01	6.172216e-02	3.484612e-02	6.579064e-02	
9.346816e+00	1.163258e-01	1.715456e-01	9.398734e-02	5.634960e-02	3.236584e-01	6.835527e-02	3.494611e-02	6.654298e-02	
9.430029e+00	1.195331e-01	1.852547e-01	9.911693e-02	5.773703e-02	2.537355e-01	7.892629e-02	3.552984e-02	6.759864e-02	
9.513983e+00	1.294849e-01	1.854192e-01	1.261843e-01	6.011589e-02	2.161492e-01	8.544291e-02	3.666337e-02	6.892883e-02	
9.598684e+00	1.380626e-01	1.822186e-01	1.561941e-01	6.294731e-02	1.971162e-01	9.023395e-02	3.801129e-02	7.059196e-02	
9.684140e+00	1.208157e-01	1.777476e-01	1.629818e-01	6.584996e-02	1.858455e-01	9.505751e-02	3.882126e-02	7.005338e-02	
9.770356e+00	1.125751e-01	1.738878e-01	1.609279e-01	6.822113e-02	1.765093e-01	1.012355e-01	3.891719e-02	6.934412e-02	
9.857339e+00	1.060157e-01	1.707398e-01	1.563173e-01	6.996808e-02	1.679913e-01	1.019909e-01	3.895557e-02	6.931445e-02	
9.945098e+00	9.696597e-02	1.709284e-01	1.484271e-01	7.121419e-02	1.598202e-01	1.015753e-01	3.905772e-02	6.947790e-02	
1.003364e+01	9.374062e-02	1.762521e-01	1.506508e-01	7.137680e-02	1.518588e-01	1.021224e-01	3.864758e-02	6.916707e-02	
1.012296e+01	9.276170e-02	2.025642e-01	1.621189e-01	7.066014e-02	1.448649e-01	1.021188e-01	3.783337e-02	6.846886e-02	
1.021309e+01	9.256358e-02	2.122128e-01	1.663927e-01	7.028033e-02	1.405890e-01	9.993309e-02	3.740932e-02	6.748579e-02	
1.030401e+01	9.269545e-02	1.942954e-01	1.742867e-01	7.159421e-02	1.392688e-01	9.760777e-02	3.780682e-02	6.721640e-02	
1.039575e+01	9.338117e-02	2.010601e-01	1.903370e-01	7.394089e-02	1.380687e-01	9.348828e-02	3.868185e-02	6.758496e-02	
1.048830e+01	9.387052e-02	2.576557e-01	2.063182e-01	7.540688e-02	1.379637e-01	8.578205e-02	3.919743e-02	6.781870e-02	
1.058167e+01	9.412662e-02	2.834690e-01	2.142954e-01	7.624990e-02	1.370613e-01	7.765960e-02	3.947665e-02	6.755134e-02	
1.067588e+01	9.542497e-02	2.786868e-01	2.122437e-01	7.625347e-02	1.373805e-01	7.147381e-02	3.940376e-02	6.687013e-02	
1.077093e+01	9.646106e-02	2.673423e-01	2.098768e-01	7.562609e-02	1.373722e-01	6.469719e-02	3.934565e-02	6.598473e-02	
1.086682e+01	9.681606e-02	2.508051e-01	1.996189e-01	7.337557e-02	1.366318e-01	5.979198e-02	3.882485e-02	6.432552e-02	
1.096356e+01	9.722094e-02	2.368486e-01	1.967781e-01	6.973753e-02	1.351008e-01	5.861017e-02	3.765488e-02	6.238815e-02	
1.106117e+01	9.823140e-02	2.278107e-01	1.908520e-01	6.614036e-02	1.338070e-01	6.063725e-02	3.649862e-02	6.013876e-02	
1.115965e+01	9.889953e-02	2.246285e-01	1.780512e-01	6.272761e-02	1.323744e-01	6.304663e-02	3.542438e-02	5.816971e-02	
1.125900e+01	9.928524e-02	2.202931e-01	1.630741e-01	5.931520e-02	1.315579e-01	6.485694e-02	3.438498e-02	5.602892e-02	
1.135924e+01	9.943309e-02	2.073477e-01	1.491945e-01	5.579386e-02	1.310154e-01	6.577627e-02	3.334896e-02	5.402578e-02	
1.146036e+01	9.869274e-02	1.815637e-01	1.405627e-01	5.289520e-02	1.303471e-01	6.585293e-02	3.258184e-02	5.193726e-02	
1.156239e+01	9.703412e-02	1.489185e-01	1.338187e-01	5.032843e-02	1.290072e-01	6.440758e-02	3.162673e-02	5.006402e-02	
1.166533e+01	9.484489e-02	1.304225e-01	1.289404e-01	4.844932e-02	1.278639e-01	6.219949e-02	3.094342e-02	4.841165e-02	
1.176919e+01	9.260476e-02	1.220687e-01	1.242049e-01	4.717808e-02	1.274370e-01	5.961545e-02	3.069245e-02	4.693937e-02	
1.187397e+01	9.052825e-02	1.269975e-01	1.202114e-01	4.669822e-02	1.264877e-01	5.721695e-02	3.083388e-02	4.643220e-02	
1.197968e+01	8.763024e-02	1.344081e-01	1.175396e-01	4.698678e-02	1.264306e-01	5.419818e-02	3.135111e-02	4.595446e-02	
1.208633e+01	8.565159e-02	1.311099e-01	1.145849e-01	4.775266e-02	1.230921e-01	4.823451e-02	3.210358e-02	4.545576e-02	
1.219393e+01	8.324710e-02	1.285108e-01	1.115751e-01	4.786743e-02	1.160608e-01	4.100117e-02	3.243342e-02	4.446620e-02	
1.230249e+01	8.191184e-02	1.266603e-01	1.075072e-01	4.544815e-02	1.152569e-01	3.721894e-02	3.135161e-02	4.270622e-02	
1.241202e+01	8.071808e-02	1.247660e-01	1.022751e-01	4.124332e-02	1.527879e-01	3.580420e-02	2.939166e-02	3.972649e-02	
1.252252e+01	7.955232e-02	1.229363e-01	9.560988e-02	3.701625e-02	1.598229e-01	3.485537e-02	2.740676e-02	3.678240e-02	
1.263401e+01	7.892863e-02	1.212549e-01	8.789484e-02	3.390789e-02	1.441593e-01	3.244532e-02	2.596144e-02	3.462806e-02	
1.274649e+01	8.088400e-02	1.194558e-01	7.881071e-02	3.195003e-02	1.552505e-01	3.100691e-02	2.510528e-02	3.276208e-02	
1.285997e+01	8.241321e-02	1.175275e-01	7.238542e-02	3.103881e-02	1.486368e-01	2.876271e-02	2.489835e-02	3.129563e-02	
1.297446e+01	8.242378e-02	1.145340e-01	7.692683e-02	3.097550e-02	1.332891e-01	2.751271e-02	2.503199e-02	2.990481e-02	
1.308996e+01	8.326761e-02	1.092526e-01	8.221486e-02	3.093213e-02	1.257211e-01	2.666085e-02	2.494795e-02	2.913398e-02	
1.320650e+01	8.441479e-02	1.003961e-01	8.998506e-02	3.111816e-02	1.225655e-01	2.512273e-02	2.497667e-02	2.770873e-02	
1.332408e+01	8.570904e-02	8.674701e-02	8.565518e-02	3.088321e-02	1.212496e-01	2.265417e-02	2.479718e-02	2.640073e-02	
1.344270e+01	8.565323e-02	7.133008e-02	7.838294e-02	3.038723e-02	1.201745e-01	2.020091e-02	2.453799e-02	2.482928e-02	
1.356238e+01	8.606291e-02	6.585115e-02	7.346541e-02	3.026658e-02	1.198561e-01	1.870157e-02	2.453264e-02	2.354286e-02	
1.368312e+01	8.652916e-02	5.775551e-02	7.813016e-02	3.033946e-02	1.192487e-01	1.716118e-02	2.469185e-02	2.267665e-02	
1.380494e+01	8.712263e-02	5.749098e-02	8.342623e-02	3.022533e-02	1.179608e-01	1.533976e-02	2.448046e-02	2.172192e-02	
1.392784e+01	8.776453e-02	6.348554e-02	7.932032e-02	2.956819e-02	1.177705e-01	1.350611e-02	2.426917e-02	2.040936e-02	
1.405184e+01	8.862204e-02	6.658326e-02	7.246495e-02	2.865494e-02	1.167697e-01	1.165361e-02	2.405797e-02	1.917138e-02	
1.417694e+01	9.003808e-02	6.375656e-02	6.551862e-02	2.781328e-02	1.151320e-01	1.087190e-02	2.384687e-02	1.801542e-02	
1.430315e+01	9.178886e-02	5.645479e-02	6.524783e-02	2.709585e-02	1.168785e-01	1.092819e-02	2.363586e-02	1.746381e-02	
1.443049e+01	9.385086e-02	4.861789e-02	6.544391e-02	2.656538e-02	1.273559e-01	1.226063e-02	2.342494e-02	1.781529e-02	
1.455896e+01	9.638404e-02	4.362391e-02	6.733125e-02	2.642369e-02	1.243482e-01	1.574291e-02	2.321412e-02	1.927706e-02	
1.468858e+01	9.917634e-02	4.103616e-02	6.593750e-02	2.623277e-02	1.220638e-01	1.986633e-02	2.300339e-02	2.290825e-02	
1.481935e+01	1.033927e-01	3.995491e-02	6.521870e-02	2.614253e-02	1.206532e-01	2.726023e-02	2.279275e-02	3.150480e-02	
1.495128e+01	1.024743e-01	4.040881e-02	6.873418e-02	2.618028e-02	1.201829e-01	3.831484e-02	2.258220e-02	4.651250e-02	
1.508439e+01	9.436985e-02	3.757907e-02	7.383560e-02	2.664495e-02	1.191420e-01	4.981367e-02	2.237175e-02	6.848536e-02	
1.521869e+01	8.882877e-02	3.721165e-02	7.488261e-02	2.781135e-02	1.196516e-01	5.766578e-02	2.216140e-02	9.384698e-02	
1.535418e+01	8.802476e-02	4.929573e-02	9.233473e-02	3.229980e-02	1.223750e-01	6.152623e-02	2.195113e-02	1.147086e-01	
1.549087e+01	9.002375e-02	7.004607e-02	1.297441e-01	3.891803e-02	1.251454e-01	6.422622e-02	2.174096e-02	1.291260e-01	
1.562878e+01	9.314237e-02	9.084561e-02	1.536446e-01	4.432085e-02	1.276427e-01	6.573939e-02	2.153088e-02	1.365244e-01	
1.576792e+01	9.757248e-02	1.064746e-01	1.602067e-01	4.790991e-02	1.291169e-01	6.716338e-02	2.132090e-02	1.417192e-01	
1.590830e+01	9.953283e-02	1.139466e-01	1.618795e-01	4.986229e-02	1.316201e-01	6.603949e-02	2.111100e-02	1.461514e-01	
1.604993e+01	9.665291e-02	1.153235e-01	1.584362e-01	5.102603e-02	1.338987e-01	6.355638e-02	2.090121e-02	1.510318e-01	
1.619282e+01	9.533188e-02	1.124234e-01	1.431084e-01	5.165533e-02	1.341693e-01	5.942313e-02	2.069150e-02	1.558985e-01	
1.633698e+01	9.922867e-02	1.067531e-01	1.325934e-01	5.341083e-02	1.388376e-01	5.330704e-02	2.048189e-02	1.601489e-01	
1.648243e+01	1.033831e-01	9.947480e-02	1.458469e-01	5.614488e-02	1.418875e-01	4.597657e-02	2.027237e-02	1.641687e-01	
1.662917e+01	1.053516e-01	9.246728e-02	1.562721e-01	5.833696e-02	1.435737e-01	3.879494e-02	2.006294e-02	1.679213e-01	
1.677722e+01	1.091704e-01	8.585679e-02	1.553141e-01	5.977272e-02	1.448628e-01	3.394435e-02	1.985361e-02	1.702096e-01	
1.692658e+01	1.118042e-01	8.203325e-02	1.717875e-01	6.033786e-02	1.460659e-01	3.213052e-02	1.964437e-02	1.724542e-01	
1.707727e+01	1.095421e-01	8.444890e-02	1.874144e-01	5.956075e-02	1.460905e-01	3.151043e-02	1.943523e-02	1.749274e-01	
1.722931e+01	1.053181e-01	9.393395e-02	1.843240e-01	5.818099e-02	1.459274e-01	3.394574e-02	1.922617e-02	1.782451e-01	
1.738270e+01	1.031163e-01	1.083645e-01	1.721854e-01	5.751487e-02	1.473984e-01	3.774099e-02	1.901721e-02	1.817397e-01	
1.753745e+01	1.022806e-01	1.256815e-01	1.657458e-01	5.726428e-02	1.499005e-01	4.353765e-02	1.880835e-02	1.838619e-01	
1.769359e+01	1.014273e-01	1.414751e-01	1.639634e-01	5.556100e-02	1.538915e-01	5.062951e-02	1.859957e-02	1.848872e-01	
1.785111e+01	1.011272e-01	1.519396e-01	1.566232e-01	5.353695e-02	1.625309e-01	5.681963e-02	1.839089e-02	1.858641e-01	
1.801004e+01	1.017679e-01	1.609579e-01	1.460850e-01	5.301566e-02	1.863251e-01	6.271722e-02	1.818231e-02	1.873779e-01	
1.817038e+01	1.028211e-01	1.727474e-01	1.458892e-01	5.572884e-02	2.132860e-01	6.696713e-02	1.797381e-02	1.894100e-01	
1.833214e+01	1.028751e-01	1.810971e-01	1.545084e-01	6.123569e-02	2.198422e-01	6.983002e-02	1.776541e-02	1.908339e-01	
1.849535e+01	1.026936e-01	1.809005e-01	1.634422e-01	6.458810e-02	2.143240e-01	7.154988e-02	1.755710e-02	1.904660e-01	
1.866001e+01	1.029254e-01	1.857757e-01	1.611364e-01	6.282757e-02	2.064039e-01	7.513910e-02	1.734889e-02	1.874140e-01	
1.882614e+01	1.030355e-01	2.014474e-01	1.494843e-01	5.889180e-02	2.005805e-01	8.017813e-02	1.714077e-02	1.801960e-01	
1.899374e+01	1.032174e-01	2.104208e-01	1.372296e-01	5.639774e-02	1.986671e-01	8.464372e-02	1.693274e-02	1.714000e-01	
1.916284e+01	1.024275e-01	2.066715e-01	1.302048e-01	5.525269e-02	2.061699e-01	9.049579e-02	1.672481e-02	1.594271e-01	
1.933345e+01	1.009021e-01	2.001846e-01	1.257693e-01	5.436313e-02	2.248872e-01	9.831079e-02	1.651696e-02	1.439430e-01	
1.950557e+01	9.939902e-02	1.917713e-01	1.208317e-01	5.324835e-02	2.639240e-01	1.087956e-01	1.630922e-02	1.253119e-01	
1.967922e+01	9.815081e-02	1.856563e-01	1.181869e-01	5.205273e-02	3.248926e-01	1.190511e-01	1.610156e-02	1.083363e-01	
1.985442e+01	9.683147e-02	1.836801e-01	1.141709e-01	5.090276e-02	3.659378e-01	1.255660e-01	1.589400e-02	9.448594e-02	
2.003118e+01	9.726322e-02	1.727328e-01	1.084230e-01	4.897951e-02	3.835643e-01	1.315056e-01	1.568653e-02	8.710303e-02	
2.020952e+01	9.612251e-02	1.515096e-01	1.029161e-01	4.710727e-02	3.951116e-01	1.400136e-01	1.547915e-02	9.659316e-02	
2.038944e+01	9.534912e-02	1.297672e-01	9.938274e-02	4.604106e-02	4.024030e-01	1.503400e-01	1.527187e-02	1.178211e-01	
2.057096e+01	9.401374e-02	1.114591e-01	1.077902e-01	4.702028e-02	4.060692e-01	1.571805e-01	1.506468e-02	1.375545e-01	
2.075410e+01	9.395397e-02	1.018831e-01	1.159044e-01	4.787198e-02	4.055882e-01	1.622293e-01	1.485759e-02	1.503215e-01	
2.093887e+01	9.198836e-02	1.059044e-01	1.117070e-01	4.774483e-02	4.041303e-01	1.670436e-01	1.465058e-02	1.569132e-01	
2.112529e+01	8.993228e-02	1.132335e-01	1.075318e-01	4.801440e-02	3.979334e-01	1.707466e-01	1.444367e-02	1.606397e-01	
2.131336e+01	8.989273e-02	1.174034e-01	1.089446e-01	4.847464e-02	3.882525e-01	1.717098e-01	1.423686e-02	1.620227e-01	
2.150311e+01	8.711919e-02	1.146607e-01	1.087121e-01	4.854249e-02	3.768300e-01	1.693830e-01	1.403014e-02	1.609906e-01	
2.169455e+01	8.218563e-02	1.088079e-01	1.035298e-01	4.787241e-02	3.629511e-01	1.648625e-01	1.382351e-02	1.584491e-01	
2.188769e+01	8.026556e-02	1.139815e-01	9.759874e-02	4.667900e-02	3.536276e-01	1.588149e-01	1.361697e-02	1.557586e-01	
2.208255e+01	7.408824e-02	1.337433e-01	9.260020e-02	4.568042e-02	3.439148e-01	1.581926e-01	1.341053e-02	1.526702e-01	
2.227915e+01	6.911341e-02	1.599145e-01	8.715904e-02	4.553625e-02	3.179785e-01	1.621898e-01	1.320418e-02	1.504361e-01	
2.247750e+01	5.824014e-02	1.800564e-01	8.350232e-02	4.722203e-02	2.909137e-01	1.644483e-01	1.299792e-02	1.477547e-01	
2.267761e+01	4.801318e-02	1.883011e-01	8.340904e-02	5.008667e-02	2.760788e-01	1.602854e-01	1.279176e-02	1.460546e-01	
2.287951e+01	6.448663e-02	1.946292e-01	9.455336e-02	5.451178e-02	2.664977e-01	1.511332e-01	1.258569e-02	1.433863e-01	
2.308320e+01	1.151456e-01	2.092737e-01	1.133966e-01	5.993708e-02	2.616546e-01	1.357769e-01	1.237971e-02	1.370156e-01	
2.328870e+01	1.471836e-01	2.276701e-01	1.308113e-01	6.408766e-02	2.568887e-01	1.208463e-01	1.217383e-02	1.295876e-01	
2.349604e+01	1.720457e-01	2.399459e-01	1.350491e-01	6.618601e-02	2.557683e-01	1.190221e-01	1.196804e-02	1.219457e-01	
2.370522e+01	1.941515e-01	2.461516e-01	1.308277e-01	6.760467e-02	2.500740e-01	1.188678e-01	1.176235e-02	1.154593e-01	
2.391626e+01	2.122624e-01	2.470659e-01	1.251518e-01	6.834894e-02	2.487522e-01	1.126435e-01	1.155674e-02	1.088397e-01	
2.412919e+01	2.296228e-01	2.431353e-01	1.260901e-01	6.848630e-02	2.494884e-01	1.088924e-01	1.135123e-02	1.050465e-01	
2.434400e+01	2.428110e-01	2.266861e-01	1.238412e-01	6.833555e-02	2.424396e-01	1.112050e-01	1.114582e-02	1.019398e-01	
2.456073e+01	2.572556e-01	2.055099e-01	1.228531e-01	6.880220e-02	2.247738e-01	1.122339e-01	1.094050e-02	1.031768e-01	
2.477939e+01	2.729710e-01	1.896490e-01	1.271410e-01	7.166962e-02	1.757802e-01	9.667149e-02	1.073527e-02	1.093157e-01	
2.500000e+01	2.902597e-01	1.809904e-01	1.288080e-01	7.178970e-02	7.946974e-03	4.401931e-02	1.053013e-02	1.136546e-01	
